"NAME","GENDER","ORIGIN","ETYMOLOGY","NOTES","CITATION","LINK","AREA","EARLIEST","LATEST","MENTIONS","SIXTH","SEVENTH","EIGHTH","NINTH","TENTH","ELEVENTH","TWELFTH","THIRTEENTH","FOURTEENTH","FIFTEENTH","SIXTEENTH","MEANING","FIRST_LETTER","LENGTH","TOTAL_MENTIONS"
"Adalwald","male","Old English","Old English æþel, Old High German adal 'noble' + Old English weald, Old Saxon wald, Old High German walt 'power, authority'.","The name of a 7th C king of Deira, a 7th C king of East Anglia, a 7th C Anglo-Saxon saint, an 8th C Anglo-Saxon saint, and a 10th C Anglo-Saxon saint.","S.L. Uckelman. ""Adalwald"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adalwald.","http://dmnes.org/name/Adalwald","Scotland",1120,1120,1,0,0,0,0,0,0,1,0,0,0,0,"'noble' 'power, authority'","A",8,5
"Adalward","male","Old High German","Old High German adal 'noble' + Old High German wart 'guard, ward'.",NA,"S.L. Uckelman. ""Adalward"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adalward.","http://dmnes.org/name/Adalward","Austria",1100,1100,1,0,0,0,0,0,1,0,0,0,0,0,"'noble' 'guard, ward'","A",8,1
"Adaly","female",NA,"Uncertain. Possibly related to Alice or Adeline.",NA,"S.L. Uckelman. ""Adaly"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adaly.","http://dmnes.org/name/Adaly","Sweden",1377,1377,1,0,0,0,0,0,0,0,0,1,0,0,NA,"A",5,1
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","England",1145,1599,58,0,0,0,0,0,0,7,7,10,6,28,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","France",1096,1587,61,0,0,0,0,0,1,9,25,9,8,9,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Hungary",1303,1341,7,0,0,0,0,0,0,0,0,7,0,0,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Italy",1265,1522,8,0,0,0,0,0,0,0,4,1,2,1,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Wales",1247,1582,6,0,0,0,0,0,0,0,1,0,3,2,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Germany",790,1497,7,0,0,1,0,1,0,2,1,1,1,0,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","The Netherlands",1579,1581,3,0,0,0,0,0,0,0,0,0,0,3,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Sweden",1350,1350,1,0,0,0,0,0,0,0,0,1,0,0,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Belgium",1110,1597,3,0,0,0,0,0,0,2,0,0,0,1,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Brabant",1312,1312,1,0,0,0,0,0,0,0,0,1,0,0,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Scotland",1120,1550,15,0,0,0,0,0,0,3,2,3,6,1,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Ireland",1150,1496,5,0,0,0,0,0,0,1,0,0,4,0,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Czech Republic",1343,1412,15,0,0,0,0,0,0,0,0,12,3,0,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Latvia",1290,1565,6,0,0,0,0,0,0,0,5,0,0,1,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Lithuania",1551,1551,1,0,0,0,0,0,0,0,0,0,0,1,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adam","male","Classical Hebrew","Classical Hebrew אָדָם 'earth, soil; man', from Classical Hebrew אדמה 'red earth, ground'.","The name of the Biblical first man created by God and of an 11th C Italian saint. Wycliffite Bible (1395): Adam. Geneva Bible (1560): Adam. Sagradas Escrituras (1569): Adam, Adama, Adán.","R. Le Get, N. Shiel, M. Slíz, J. Uckelman, S.L. Uckelman. ""Adam"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adam.","http://dmnes.org/name/Adam","Ukraine",1469,1469,1,0,0,0,0,0,0,0,0,0,1,0,"'earth, soil; man' 'red earth, ground'","A",4,198
"Adberg","female","Old High German","Old High German ōt, Old Saxon ōd 'wealth, riches' + Old High German berg 'mountain, hill'.",NA,"S.L. Uckelman. ""Adberg"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adberg.","http://dmnes.org/name/Adberg","France",1049,1049,1,0,0,0,0,0,1,0,0,0,0,0,"'wealth, riches' 'mountain, hill'","A",6,1
"Adegar","male","Old Frankish","Old Frankish ad, perhaps a reduction of Old High German adal 'noble' + Old High German, Old Saxon gēr 'spear'.",NA,"S.L. Uckelman. ""Adegar"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adegar.","http://dmnes.org/name/Adegar","France",823,823,1,0,0,0,1,0,0,0,0,0,0,0,"'noble' 'spear'","A",6,1
"Adela","female","Old English","Old English æþel, Old High German adal 'noble'.","The name of an 8th C Austrasian saint, two 11th C Norman saints, a 12th C Danish queen consort, and a 13th C queen of France.","S.L. Uckelman. ""Adela"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adela.","http://dmnes.org/name/Adela","England",1189,1381,2,0,0,0,0,0,0,1,0,1,0,0,"'noble'","A",5,11
"Adela","female","Old English","Old English æþel, Old High German adal 'noble'.","The name of an 8th C Austrasian saint, two 11th C Norman saints, a 12th C Danish queen consort, and a 13th C queen of France.","S.L. Uckelman. ""Adela"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adela.","http://dmnes.org/name/Adela","France",823,1133,4,0,0,0,1,0,2,1,0,0,0,0,"'noble'","A",5,11
"Adela","female","Old English","Old English æþel, Old High German adal 'noble'.","The name of an 8th C Austrasian saint, two 11th C Norman saints, a 12th C Danish queen consort, and a 13th C queen of France.","S.L. Uckelman. ""Adela"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adela.","http://dmnes.org/name/Adela","Italy",1265,1265,1,0,0,0,0,0,0,0,1,0,0,0,"'noble'","A",5,11
"Adela","female","Old English","Old English æþel, Old High German adal 'noble'.","The name of an 8th C Austrasian saint, two 11th C Norman saints, a 12th C Danish queen consort, and a 13th C queen of France.","S.L. Uckelman. ""Adela"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adela.","http://dmnes.org/name/Adela","Germany",1020,1020,1,0,0,0,0,0,1,0,0,0,0,0,"'noble'","A",5,11
"Adela","female","Old English","Old English æþel, Old High German adal 'noble'.","The name of an 8th C Austrasian saint, two 11th C Norman saints, a 12th C Danish queen consort, and a 13th C queen of France.","S.L. Uckelman. ""Adela"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adela.","http://dmnes.org/name/Adela","Spain",875,875,1,0,0,0,1,0,0,0,0,0,0,0,"'noble'","A",5,11
"Adela","female","Old English","Old English æþel, Old High German adal 'noble'.","The name of an 8th C Austrasian saint, two 11th C Norman saints, a 12th C Danish queen consort, and a 13th C queen of France.","S.L. Uckelman. ""Adela"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adela.","http://dmnes.org/name/Adela","Belgium",1066,1066,1,0,0,0,0,0,1,0,0,0,0,0,"'noble'","A",5,11
"Adela","female","Old English","Old English æþel, Old High German adal 'noble'.","The name of an 8th C Austrasian saint, two 11th C Norman saints, a 12th C Danish queen consort, and a 13th C queen of France.","S.L. Uckelman. ""Adela"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adela.","http://dmnes.org/name/Adela","Scotland",1095,1095,1,0,0,0,0,0,1,0,0,0,0,0,"'noble'","A",5,11
"Adeline","female","Old High German","A hypocoristic of Old High German Adelhaid (cf. Alice) or of Adela, which quickly became established as an independent name in its own right.",NA,"S.L. Uckelman. ""Adeline"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adeline.","http://dmnes.org/name/Adeline","England",1189,1530,4,0,0,0,0,0,0,1,1,1,0,1,NA,"A",7,20
"Adeline","female","Old High German","A hypocoristic of Old High German Adelhaid (cf. Alice) or of Adela, which quickly became established as an independent name in its own right.",NA,"S.L. Uckelman. ""Adeline"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adeline.","http://dmnes.org/name/Adeline","France",1135,1346,15,0,0,0,0,0,0,9,4,2,0,0,NA,"A",7,20
"Adeline","female","Old High German","A hypocoristic of Old High German Adelhaid (cf. Alice) or of Adela, which quickly became established as an independent name in its own right.",NA,"S.L. Uckelman. ""Adeline"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adeline.","http://dmnes.org/name/Adeline","Italy",1164,1164,1,0,0,0,0,0,0,1,0,0,0,0,NA,"A",7,20
"Adelo","male","Old High German","Old High German adal 'noble', or a hypocoristic of any of various names beginning with this element.",NA,"S.L. Uckelman. ""Adelo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adelo.","http://dmnes.org/name/Adelo","France",823,1120,3,0,0,0,1,0,0,2,0,0,0,0,"'noble'","A",5,4
"Adelo","male","Old High German","Old High German adal 'noble', or a hypocoristic of any of various names beginning with this element.",NA,"S.L. Uckelman. ""Adelo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adelo.","http://dmnes.org/name/Adelo","Germany",842,842,1,0,0,0,1,0,0,0,0,0,0,0,"'noble'","A",5,4
"Ademar","male","Old High German","Old High German adal 'noble', reduced to ad in Old Frankish + Old High German, Old Saxon māri from Proto-Germanic *mērijaz 'famous'.",NA,"S.L. Uckelman. ""Ademar"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ademar.","http://dmnes.org/name/Ademar","France",823,1378,11,0,0,0,1,2,6,0,1,1,0,0,"'noble' 'famous'","A",6,14
"Ademar","male","Old High German","Old High German adal 'noble', reduced to ad in Old Frankish + Old High German, Old Saxon māri from Proto-Germanic *mērijaz 'famous'.",NA,"S.L. Uckelman. ""Ademar"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ademar.","http://dmnes.org/name/Ademar","Spain",1011,1190,3,0,0,0,0,0,2,1,0,0,0,0,"'noble' 'famous'","A",6,14
"Aderich","male","Old Frankish","Old Frankish ad, perhaps a reduction of Old High German adal 'noble' + Old High German rih 'ruler'.",NA,"S.L. Uckelman. ""Aderich"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Aderich.","http://dmnes.org/name/Aderich","France",823,823,1,0,0,0,1,0,0,0,0,0,0,0,"'noble' 'ruler'","A",7,1
"Adiel","male","Hebrew","Hebrew עדיאל 'ornament of God'","The name of a handful of obsure Old Testament characters. Wycliffite Bible (1395): Adiel. Geneva Bible (1560): Adiél; (1587): Adiel. Sagradas Escrituras (1569): Adiel.","R. Le Get, S.L. Uckelman. ""Adiel"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adiel.","http://dmnes.org/name/Adiel","England",1593,1593,1,0,0,0,0,0,0,0,0,0,0,1,"'ornament of God'","A",5,1
"Adjutor","male","Latin","Latin adjutor 'assistant, supporter'.",NA,"S.L. Uckelman. ""Adjutor"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adjutor.","http://dmnes.org/name/Adjutor","France",814,814,1,0,0,0,1,0,0,0,0,0,0,0,"'assistant, supporter'","A",7,1
"Admirable","male","Latin","Latin admirabilis 'admirable; remarkable'.",NA,"S.L. Uckelman. ""Admirable"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Admirable.","http://dmnes.org/name/Admirable","Italy",1285,1285,1,0,0,0,0,0,0,0,1,0,0,0,"'admirable; remarkable'","A",9,1
"Ado","male","Old High German","A hypocoristic of any of various names beginning with Old High German adal 'noble'.","The name of a 9th C Frankish saint.","S.L. Uckelman. ""Ado"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ado.","http://dmnes.org/name/Ado","England",1189,1222,2,0,0,0,0,0,0,1,1,0,0,0,"'noble'","A",3,62
"Ado","male","Old High German","A hypocoristic of any of various names beginning with Old High German adal 'noble'.","The name of a 9th C Frankish saint.","S.L. Uckelman. ""Ado"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ado.","http://dmnes.org/name/Ado","France",680,1378,34,0,1,0,1,1,9,15,6,1,0,0,"'noble'","A",3,62
"Ado","male","Old High German","A hypocoristic of any of various names beginning with Old High German adal 'noble'.","The name of a 9th C Frankish saint.","S.L. Uckelman. ""Ado"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ado.","http://dmnes.org/name/Ado","Italy",770,1376,13,0,0,1,0,0,2,6,2,2,0,0,"'noble'","A",3,62
"Ado","male","Old High German","A hypocoristic of any of various names beginning with Old High German adal 'noble'.","The name of a 9th C Frankish saint.","S.L. Uckelman. ""Ado"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ado.","http://dmnes.org/name/Ado","Germany",802,1020,5,0,0,0,3,1,1,0,0,0,0,0,"'noble'","A",3,62
"Ado","male","Old High German","A hypocoristic of any of various names beginning with Old High German adal 'noble'.","The name of a 9th C Frankish saint.","S.L. Uckelman. ""Ado"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ado.","http://dmnes.org/name/Ado","The Netherlands",834,834,1,0,0,0,1,0,0,0,0,0,0,0,"'noble'","A",3,62
"Ado","male","Old High German","A hypocoristic of any of various names beginning with Old High German adal 'noble'.","The name of a 9th C Frankish saint.","S.L. Uckelman. ""Ado"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ado.","http://dmnes.org/name/Ado","Austria",798,928,2,0,0,1,0,1,0,0,0,0,0,0,"'noble'","A",3,62
"Ado","male","Old High German","A hypocoristic of any of various names beginning with Old High German adal 'noble'.","The name of a 9th C Frankish saint.","S.L. Uckelman. ""Ado"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ado.","http://dmnes.org/name/Ado","Belgium",1107,1107,1,0,0,0,0,0,0,1,0,0,0,0,"'noble'","A",3,62
"Ado","male","Old High German","A hypocoristic of any of various names beginning with Old High German adal 'noble'.","The name of a 9th C Frankish saint.","S.L. Uckelman. ""Ado"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ado.","http://dmnes.org/name/Ado","Israel",1120,1120,1,0,0,0,0,0,0,1,0,0,0,0,"'noble'","A",3,62
"Ado","male","Old High German","A hypocoristic of any of various names beginning with Old High German adal 'noble'.","The name of a 9th C Frankish saint.","S.L. Uckelman. ""Ado"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ado.","http://dmnes.org/name/Ado","Switzerland",1135,1135,1,0,0,0,0,0,0,1,0,0,0,0,"'noble'","A",3,62
"Ado","male","Old High German","A hypocoristic of any of various names beginning with Old High German adal 'noble'.","The name of a 9th C Frankish saint.","S.L. Uckelman. ""Ado"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Ado.","http://dmnes.org/name/Ado","Ireland",1150,1150,2,0,0,0,0,0,0,2,0,0,0,0,"'noble'","A",3,62
"Adolf","male","Old High German","Old High German adal 'noble' + Old High German wolf, Gothic wulf 'wolf'.","The name of a 5th C king of the Visigoths, a 9th C Spanish saint, a 13th C German saint, a 13th C king of the Romans, and a late 16th C king of Sweden.","M. Slíz, S.L. Uckelman. ""Adolf"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adolf.","http://dmnes.org/name/Adolf","England",854,1589,6,0,0,0,1,0,0,0,1,0,0,4,"'noble' 'wolf'","A",5,29
"Adolf","male","Old High German","Old High German adal 'noble' + Old High German wolf, Gothic wulf 'wolf'.","The name of a 5th C king of the Visigoths, a 9th C Spanish saint, a 13th C German saint, a 13th C king of the Romans, and a late 16th C king of Sweden.","M. Slíz, S.L. Uckelman. ""Adolf"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adolf.","http://dmnes.org/name/Adolf","France",823,1378,5,0,0,0,1,0,0,3,0,1,0,0,"'noble' 'wolf'","A",5,29
"Adolf","male","Old High German","Old High German adal 'noble' + Old High German wolf, Gothic wulf 'wolf'.","The name of a 5th C king of the Visigoths, a 9th C Spanish saint, a 13th C German saint, a 13th C king of the Romans, and a late 16th C king of Sweden.","M. Slíz, S.L. Uckelman. ""Adolf"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adolf.","http://dmnes.org/name/Adolf","Hungary",1311,1311,1,0,0,0,0,0,0,0,0,1,0,0,"'noble' 'wolf'","A",5,29
"Adolf","male","Old High German","Old High German adal 'noble' + Old High German wolf, Gothic wulf 'wolf'.","The name of a 5th C king of the Visigoths, a 9th C Spanish saint, a 13th C German saint, a 13th C king of the Romans, and a late 16th C king of Sweden.","M. Slíz, S.L. Uckelman. ""Adolf"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adolf.","http://dmnes.org/name/Adolf","Germany",1137,1401,14,0,0,0,0,0,0,4,9,0,1,0,"'noble' 'wolf'","A",5,29
"Adolf","male","Old High German","Old High German adal 'noble' + Old High German wolf, Gothic wulf 'wolf'.","The name of a 5th C king of the Visigoths, a 9th C Spanish saint, a 13th C German saint, a 13th C king of the Romans, and a late 16th C king of Sweden.","M. Slíz, S.L. Uckelman. ""Adolf"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Adolf.","http://dmnes.org/name/Adolf","Belgium",1597,1597,1,0,0,0,0,0,0,0,0,0,0,1,"'noble' 'wolf'","A",5,29
